"program","program","sku","name","color_presentation","price","pdp_url","short_description","description","pdp_url","size","fit_presentation"
"Washed Chinos","Washed Chinos","16803-GR998-31X28","Washed Chinos","Congos",48,"https://bonobos.com/products/washed-chinos","Our original better-fitting chinos in a range of colors.","The pants Bonobos was built on, we designed these chinos to fit great and to do it all. Their curved waistband conforms to the natural shape of your waist, and their trimmer cut makes for a more flattering silhouette. You can dress them up, you can dress them down, and damn, do they come in some amazing colors.","https://bonobos.com/products/washed-chinos","31X28","Athletic"
"Capstone Core","Capstone Core","13717-GY387-40L","Capstone Italian Wool Suit Jacket","Charcoal",420,"https://bonobos.com/products/capstone-italian-wool-suit-jacket",,"There's something to be said for a simple, classic suit. But there's something to be celebrated in a sartorial masterpiece. Crafted exclusively from the finest fabrics in the world, the Capstone is the pinnacle of the Bonobos tailored line, a showpiece suit designed for the connoisseur. Great structures—and great wardrobes—start with a strong foundation. But when you arrive at the summit, the Capstone brings everything together and makes it complete.","https://bonobos.com/products/capstone-italian-wool-suit-jacket","40L","Slim"
"Fashion Unconstructed Blazer","Fashion Unconstructed Blazer","22862-BMC58-42R","Unconstructed Italian Wool Blazer","Manuelo Blue Plaid",450,"https://bonobos.com/products/unconstructed-italian-wool-blazer",,"Head to a piazza in any major Italian city, and you’re likely to encounter “sprezzatura,” the art of effortless style. That same sense of casual elegance was the inspiration behind this season’s unconstructed blazers. Crafted from Italian fabrics, and featuring a more relaxed, “unconstructed” design, they’re the type of blazers you can throw on over anything for an instant dose of casual cool – which, we’ve been told, goes perfectly with a shot of espresso.","https://bonobos.com/products/unconstructed-italian-wool-blazer","42R","Standard"
"Summer Weight Shorts","Summer Weight Shorts","21223-BLW39-33","Summer Weight Shorts","Harbor Grey",28,"https://bonobos.com/products/summer-weight-shorts","The lightest version of our signature chino shorts.","Shorts are already missing their bottom half. How do you make them even more wearable in warm weather? On our end, we sourced some of the lightest, most comfortable cotton we could find. Wearing these lightweight wonders is the next best thing to wearing nothing at... well, let's just say they're really comfortable in the heat. They're great for vacations, superb for barbecues and ball games, and they do beach weekends like you wouldn't believe.","https://bonobos.com/products/summer-weight-shorts","33","Standard"
"Summer Weight Shorts","Summer Weight Shorts","21223-BLX97-40","Summer Weight Shorts","French Navy",28,"https://bonobos.com/products/summer-weight-shorts","The lightest version of our signature chino shorts.","Shorts are already missing their bottom half. How do you make them even more wearable in warm weather? On our end, we sourced some of the lightest, most comfortable cotton we could find. Wearing these lightweight wonders is the next best thing to wearing nothing at... well, let's just say they're really comfortable in the heat. They're great for vacations, superb for barbecues and ball games, and they do beach weekends like you wouldn't believe.","https://bonobos.com/products/summer-weight-shorts","40","Standard"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-GY003-32X32","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X32","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-GY431-28X30","Stretch Washed Chinos","Asphalts",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","28X30","Slim"
"Jetsetter Core Suit Pants","Jetsetter Core Suit Pants","15401-BL895-40X37UH","Jetsetter Stretch Wool Suit Pant","Navy",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","40X37UH","Standard"
"Jetsetter Fashion","Jetsetter Fashion","19983-BLV81-31X37UH","Jetsetter Stretch Wool Suit Pant","Tanner Blue Houndstooth",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","31X37UH","Slim"
"The Blue Jean","The Blue Jean","19514-BMB51-29X32","The Blue Jean","Minnewaska Overdye",78,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","29X32","Athletic"
"The Blue Jean","The Blue Jean","19513-BMC90-32X34","The Blue Jean","Geneva Flat Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","32X34","Tailored"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-KH087-34X32","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","34X32","Slim"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18770-BK438-31X28","Stretch Washed Chinos","Jet Blacks",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","31X28","Straight"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18772-BK438-28X30","Stretch Washed Chinos","Jet Blacks",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","28X30","Tailored"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-GR998-35X28","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","35X28","Slim"
"Tuxedo Shirt","Tuxedo Shirt","14345-WT124-15X35","Tuxedo Shirt","White",168,"https://bonobos.com/products/tuxedo-shirt","Luxe Italian fabric. Impeccable details. Cut to an elegant fit.","We've always felt that you shouldn't have to go to a tailor for a great dress shirt, and for us, the Americano is proof. The most luxurious dress shirt we offer, it starts with premium cotton fabric from one of Italy's most celebrated mills. We cut and stitch the cloth to a crisp, elegant fit, and finish it with mother-of-pearl-buttons, double knife pleats, and a split-back yoke. The Americano will pair wonderfully with your favorite suit and tie, but it can go just as well with a great pair of selvage denim or chinos.","https://bonobos.com/products/tuxedo-shirt","15X35","Slim"
"Jetsetter Core Suit Jacket","Jetsetter Core Suit Jacket","18476-BK395-46S","Jetsetter Stretch Wool Suit Jacket","Black",350,"https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket","46S","Athletic"
"Summer Weight Jeans","Summer Weight Jeans","18080-BLF95-36X30","Summer Weight Jeans","Medium Wash",88,"https://bonobos.com/products/summer-weight-jeans","A lighter stretch denim for warmer climates.","With its casual look and broken-in feel, denim has always been an old favorite. But it can be a little heavy for warmer weather. So what's the solution? Summer Weight Jeans. Everything you love about denim in a lighter weight to keep you cool.","https://bonobos.com/products/summer-weight-jeans","36X30","Straight"
